Date,Series_A,Series_B,Series_C,Series_D,Target_E
2025-01-11,2.437709849181561,2.4819630904944754,1.6823660499726627,46.0457710384293,3.313248795184077
2025-01-12,-1.8522835723729094,-0.1164867798100333,-1.5235261462588872,51.19342593237988,0.029451015633227717
2025-01-13,-4.1536584251261,-0.20059145799062347,-5.392350608505536,49.2913108607568,0.36210212373233674
2025-01-14,-4.215797534669044,-6.622948700731581,-3.30667638835115,60.57992050571529,3.10611228217942
2025-01-15,-0.16245891625651876,-6.6848393731806866,0.14132344033758404,58.51512514869771,0.7017041137497362
2025-01-16,4.378013647719656,-5.184523864012801,3.210429449692856,56.40626476051023,3.8290853246345877
2025-01-17,5.1682240007419065,-6.12473306873866,5.644441210646928,56.491321902305174,-7.011573189928525
2025-01-18,3.1765423618854225,-1.0224905402537914,1.6067597327705232,51.92729852771354,-9.413052555558423
2025-01-19,-1.7234307333483931,-3.5760261340989192,-1.5818267465930707,53.71559353468093,-9.323738447401208
2025-01-20,-4.630791411576763,-3.3833072672632105,-4.203896534575237,54.18197853536121,-11.051266643753532
2025-01-21,-2.1763330278793744,-2.106833932512065,-4.454745581535454,55.088285257283275,-1.7080891769571362
2025-01-22,0.9371118497567285,1.4077628253737857,-1.0700225782981168,48.21462470982681,-1.069582864940943
2025-01-23,5.042921514684098,-1.886290324597229,3.801242317151323,53.412821715802345,-0.3080127953060793
2025-01-24,5.3122654678023915,1.005924277091859,5.923615226567662,48.08971444236388,1.26420118952342
2025-01-25,3.097227333325203,0.7246131160034753,3.6774595495098032,49.09547577029887,0.9384306733474423
2025-01-26,-0.8639574007328538,-1.455788120893469,-2.700985978146944,53.51774638070767,-3.623367379071779
2025-01-27,-4.150136349620273,-0.09484473609888677,-4.531459106147538,49.486846625530895,-0.2628188915223101
2025-01-28,-2.3713084031673155,0.33172807587771935,-1.4249459045075854,51.41437486694367,0.804184500930681
2025-01-29,1.0996806550405926,-0.9682241012031858,-0.7322934313646433,51.8696208568993,-1.075350539108258
2025-01-30,5.213310537443507,-0.5381527008621922,5.586281707064033,50.08331646514036,4.074180733294478
2025-01-31,6.073786254794425,-1.147334084327055,4.649641708856545,52.00920864024799,2.9876462105220196
2025-02-01,4.6455577878422645,-0.5760991685264423,3.6678260019183626,51.66387345185846,0.46212471207626027
